id,job,gender,hhi,age,region,survived
8264,engineer,male,54000,24,southwest,True
8265,engineer,female,128000,21,northwest,False
8266,unemployed,male,123000,28,northeast,False
8267,unemployed,female,90000,26,midwest,True
8268,health,female,70000,24,southeast,False
8269,law,female,98000,34,southeast,False
8270,law,male,32000,35,midwest,True
8271,unemployed,female,60000,21,northwest,False
8272,construction,female,96000,41,northwest,False
8273,construction,female,76000,30,northeast,False
8274,law,female,68000,33,southwest,False
8275,construction,male,66000,39,northwest,True
8276,law,male,106000,39,midwest,False
8277,unemployed,female,38000,45,midwest,False
8278,unemployed,male,78000,39,midwest,True
8279,construction,female,87000,31,southeast,False
8280,unemployed,male,41000,43,northeast,True
8281,construction,female,116000,29,central,False
8282,law,male,39000,26,southeast,False
8283,construction,female,120000,23,southeast,True
8284,construction,female,32000,25,southeast,False
8285,unemployed,female,44000,48,midwest,True
8286,law,female,69000,40,midwest,False
8287,engineer,male,59000,29,southeast,False
8288,construction,female,115000,21,midwest,False
8289,health,male,103000,33,southeast,True
8290,construction,male,96000,25,southeast,True
8291,law,female,74000,47,midwest,True
8292,engineer,male,112000,38,central,True
8293,engineer,male,84000,43,central,False
8294,engineer,female,113000,46,midwest,True
8295,engineer,male,122000,24,midwest,False
8296,construction,female,30000,21,southeast,False
8297,engineer,male,85000,36,northwest,True
8298,engineer,female,94000,35,southwest,True
8299,engineer,female,103000,24,northeast,False
8300,law,male,40000,44,central,False
8301,construction,female,65000,36,northwest,False
8302,engineer,female,67000,45,northwest,True
8303,law,male,98000,40,southeast,True
8304,law,female,97000,28,southeast,True
8305,law,female,116000,29,central,False
8306,unemployed,male,59000,26,southwest,True
8307,unemployed,female,97000,31,northeast,False
8308,engineer,male,125000,45,northeast,False
8309,law,female,100000,50,southwest,True
8310,unemployed,male,31000,42,northeast,True
8311,engineer,female,80000,50,midwest,False
8312,law,male,45000,37,central,False
8313,health,male,85000,29,midwest,False
8314,law,male,79000,38,southwest,False
8315,unemployed,male,39000,48,central,False
8316,unemployed,male,49000,22,northwest,False
8317,law,female,40000,42,central,False
8318,law,male,96000,33,northwest,False
8319,construction,male,62000,31,midwest,True
8320,construction,female,65000,26,midwest,False
8321,construction,male,105000,21,central,False
8322,law,female,74000,30,northeast,False
8323,health,male,31000,23,northeast,False
8324,construction,female,30000,23,central,False
8325,unemployed,female,54000,33,northeast,False
8326,unemployed,male,60000,24,southwest,False
8327,construction,male,55000,30,northeast,False
8328,engineer,male,85000,46,midwest,False
8329,law,female,62000,35,northeast,True
8330,engineer,male,88000,28,northeast,True
8331,engineer,female,81000,31,northwest,False
8332,construction,female,89000,40,midwest,True
8333,unemployed,female,108000,44,northeast,True
8334,engineer,female,100000,40,midwest,True
8335,engineer,male,70000,29,midwest,True
8336,unemployed,female,122000,28,southeast,False
8337,engineer,female,115000,28,southwest,False
8338,engineer,female,37000,42,northeast,False
8339,unemployed,female,57000,49,midwest,True
8340,construction,male,49000,21,midwest,False
8341,construction,male,123000,37,southeast,False
8342,unemployed,female,94000,21,northeast,False
8343,engineer,female,125000,32,northwest,False
8344,health,female,31000,49,northeast,True
8345,unemployed,male,87000,26,midwest,False
8346,health,male,46000,37,northeast,True
8347,law,male,99000,46,southwest,True
8348,construction,female,110000,25,northwest,True
8349,law,male,102000,24,southeast,False
8350,engineer,male,85000,25,northeast,False
8351,engineer,female,49000,42,southwest,False
8352,construction,male,69000,50,northeast,True
8353,law,female,42000,23,southwest,False
8354,health,female,116000,22,southwest,False
8355,construction,female,82000,35,midwest,False
8356,law,male,30000,36,southwest,True
8357,health,male,61000,43,southwest,True
8358,unemployed,female,108000,26,midwest,False
8359,unemployed,female,63000,27,central,False
8360,engineer,male,47000,23,southwest,True
8361,engineer,male,87000,33,midwest,True
8362,engineer,male,108000,49,central,True
8363,construction,female,124000,37,northwest,False
8364,law,male,92000,26,southwest,True
8365,law,female,88000,35,southeast,False
8366,construction,male,118000,47,southwest,False
8367,construction,female,76000,38,midwest,False
8368,construction,male,118000,34,southeast,False
8369,health,female,95000,21,central,True
8370,engineer,female,84000,48,northeast,True
8371,unemployed,female,110000,30,northwest,False
8372,unemployed,male,64000,23,southeast,True
8373,engineer,female,53000,41,northeast,False
8374,law,male,81000,28,northeast,False
8375,construction,male,75000,25,northeast,True
8376,law,male,48000,24,southwest,False
8377,construction,male,102000,22,central,False
8378,engineer,female,67000,42,southeast,False
8379,engineer,male,41000,29,southeast,False
8380,engineer,female,128000,32,central,False
8381,health,male,39000,31,midwest,True
8382,health,male,70000,23,midwest,True
8383,engineer,male,82000,27,southeast,False
8384,construction,female,89000,21,southwest,False
8385,construction,male,75000,46,northeast,True
8386,unemployed,male,111000,33,central,False
8387,construction,male,47000,39,central,True
8388,law,female,90000,25,central,False
8389,unemployed,female,57000,35,northwest,False
8390,engineer,female,128000,32,southeast,True
8391,engineer,male,47000,31,northwest,True
8392,engineer,male,69000,39,southwest,True
8393,health,female,125000,25,midwest,False
8394,construction,female,98000,24,midwest,True
8395,engineer,male,65000,35,northwest,False
8396,engineer,male,80000,26,central,False
8397,law,male,69000,42,central,True
8398,law,female,125000,26,northeast,False
8399,law,female,127000,36,northwest,True
8400,unemployed,female,117000,50,midwest,False
8401,engineer,male,48000,26,southwest,False
8402,unemployed,female,77000,33,central,False
8403,law,male,42000,23,southeast,False
8404,construction,male,85000,39,southwest,False
8405,engineer,female,78000,24,southeast,False
8406,health,female,110000,37,northeast,False
8407,law,male,101000,49,northwest,True
8408,unemployed,female,34000,30,northeast,False
8409,law,male,30000,33,southeast,False
8410,engineer,female,102000,44,northeast,False
8411,engineer,female,96000,48,northwest,True
8412,law,male,106000,36,southeast,False
8413,engineer,female,47000,22,northwest,False
8414,construction,female,32000,45,midwest,True
8415,unemployed,male,102000,30,midwest,True
8416,law,female,46000,32,southeast,True
8417,unemployed,male,39000,38,central,False
8418,engineer,male,123000,22,northwest,False
8419,unemployed,female,37000,27,southwest,False
8420,health,male,98000,30,central,False
8421,construction,female,129000,46,midwest,True
8422,law,male,120000,42,central,False
8423,law,male,114000,37,central,False
8424,unemployed,female,93000,32,central,False
8425,law,male,94000,20,southwest,False
8426,engineer,female,127000,36,midwest,False
8427,construction,female,32000,22,southeast,False
8428,unemployed,male,50000,46,midwest,False
8429,law,male,35000,22,southeast,False
8430,unemployed,male,111000,29,northwest,True
8431,health,female,113000,27,northeast,True
8432,engineer,female,119000,38,southeast,True
8433,construction,female,46000,23,southeast,False
8434,engineer,male,121000,28,northwest,False
8435,construction,male,56000,49,southeast,False
8436,health,female,102000,34,midwest,True
8437,unemployed,female,48000,28,northwest,False
8438,unemployed,male,106000,34,southwest,True
8439,unemployed,male,63000,33,midwest,False
8440,health,female,93000,33,central,True
8441,construction,male,97000,47,central,False
8442,construction,male,109000,22,northwest,False
8443,unemployed,male,66000,44,northeast,False
8444,construction,female,77000,26,southwest,False
8445,engineer,male,95000,20,northwest,False
8446,engineer,female,78000,46,central,False
8447,unemployed,male,67000,43,southwest,True
8448,health,male,35000,30,midwest,False
8449,engineer,female,119000,46,midwest,True
8450,construction,female,56000,39,northwest,False
8451,construction,male,68000,49,midwest,False
8452,engineer,female,82000,32,northwest,False
8453,engineer,female,113000,21,southwest,False
8454,construction,female,59000,32,southeast,False
8455,law,male,128000,27,southeast,False
8456,engineer,female,45000,45,northeast,False
8457,law,female,121000,37,midwest,True
8458,engineer,male,115000,39,southeast,True
8459,engineer,female,110000,43,southwest,False
8460,construction,female,36000,26,northwest,False
8461,construction,male,65000,30,southeast,False
8462,construction,female,120000,42,central,True
8463,engineer,male,106000,21,northwest,False
8464,law,male,34000,30,southwest,False
8465,engineer,female,63000,36,southwest,True
8466,engineer,male,74000,41,northwest,True
8467,unemployed,female,128000,28,southeast,False
8468,law,female,48000,36,northeast,True
8469,construction,female,47000,43,southeast,False
8470,law,male,38000,25,central,False
8471,engineer,female,70000,34,northeast,False
8472,unemployed,male,43000,49,central,False
8473,engineer,male,102000,29,midwest,True
8474,law,male,94000,29,southeast,True
8475,construction,female,128000,30,central,False
8476,health,male,120000,24,northeast,False
8477,engineer,female,103000,38,northwest,False
8478,health,male,77000,44,southeast,True
8479,construction,male,67000,29,central,False
8480,engineer,female,56000,33,midwest,False
8481,unemployed,male,72000,44,northwest,False
8482,unemployed,female,102000,48,southeast,False
8483,construction,male,78000,38,northeast,False
8484,unemployed,male,48000,47,southwest,False
8485,law,male,100000,25,southwest,True
8486,engineer,male,119000,33,southeast,False
8487,health,male,61000,39,southwest,False
8488,law,female,126000,47,central,True
8489,unemployed,female,45000,47,midwest,True
8490,engineer,male,100000,26,southeast,False
8491,engineer,female,44000,30,midwest,True
8492,law,male,53000,44,southeast,False
8493,engineer,female,100000,43,southeast,False
8494,unemployed,male,79000,28,southeast,True
8495,unemployed,male,96000,41,southwest,False
8496,law,female,94000,36,southeast,False
8497,unemployed,male,116000,43,southwest,False
8498,engineer,female,84000,37,midwest,False
8499,unemployed,male,90000,27,southeast,False
8500,law,female,62000,48,northwest,False
8501,construction,male,71000,44,northwest,True
8502,engineer,male,70000,22,midwest,False
8503,construction,female,109000,50,central,True
8504,construction,female,93000,27,northwest,False
8505,health,male,66000,24,midwest,True
8506,construction,male,129000,47,central,False
8507,unemployed,female,78000,44,central,False
8508,law,female,59000,27,midwest,False
8509,engineer,male,89000,49,midwest,True
8510,unemployed,male,90000,31,southwest,True
8511,health,female,66000,35,midwest,False
8512,construction,male,60000,42,northeast,False
8513,health,male,43000,36,southeast,True
8514,law,male,48000,35,northeast,True
8515,engineer,female,76000,27,southwest,False
8516,unemployed,male,71000,27,northeast,False
8517,law,female,107000,44,southwest,True
8518,construction,male,72000,26,central,True
8519,construction,female,52000,21,northwest,False
8520,engineer,male,120000,30,central,True
8521,unemployed,female,93000,31,northwest,False
8522,law,male,49000,40,northeast,False
8523,unemployed,male,112000,43,southwest,True
8524,unemployed,male,96000,31,midwest,False
8525,law,male,108000,35,southeast,True
